,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
10,-0.9191919,1.0,-0.9655172,-1.0,-1.0,-1.0,-1.0,-0.8,-0.6,-0.5928151,-0.7569763,-0.82687044,-0.59854215,-0.77952313,-0.43100992,-0.99920094,-0.99929345,-0.8793335,-0.89570373,-0.99421376,-0.99432534
11,-0.7171717,-1.0,-0.3448276,-1.0,-0.8,-0.8,-0.8,-0.6,-0.6,-0.70696163,-0.86565536,-0.8262094,-0.6133973,-0.7673051,-0.45213857,-0.9977036,-0.998809,-0.92141867,-0.99355876,-0.9148569,-0.28499278
12,-0.17171717,-1.0,-0.6551724,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,0.010279703,-0.08559677,-0.5113556,-0.12592857,-0.23382631,0.001623802,-0.96725553,-0.9875316,-0.97544754,-0.94847023,-0.94373184,-0.9394703
13,-0.01010101,1.0,-0.7241379,-0.6,-0.6,-0.8,-0.6,-0.6,-0.8,-0.5605752,-0.8125078,-0.7123962,-0.5373281,-0.78569865,-0.35781205,-0.98384297,-0.8408665,-0.98214364,-0.9677939,-0.63319725,-0.81084466
14,-0.6969697,1.0,-0.1724138,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.5182282,-0.69787836,-0.728101,-0.66413647,-0.6894016,-0.36028346,-0.9915288,-0.992456,-0.99732155,-0.7745572,-0.98593295,-0.98751575
15,-0.85858583,1.0,-0.6896552,-0.4,-0.8,-0.2,-0.2,-1.0,-1.0,-0.70696163,-0.8643628,-0.8256538,-0.6803971,-0.8394118,-0.47859126,-0.9961445,-1.0,-1.0,-1.0,-1.0,-1.0
16,-0.6969697,1.0,-0.27586207,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.66211927,-0.8151708,-0.7923719,-0.6151607,-0.76790994,-0.4209874,-0.9931315,-0.99406266,-0.9933039,-0.99355876,-0.990622,-0.9924338
17,-0.7373737,-1.0,-0.62068963,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.55871165,-0.7162155,-0.74367297,-0.5546098,-0.6976039,-0.3615699,-0.9885525,-0.99284077,-0.98214364,-0.98067635,-0.97186595,-0.9886507
18,-0.21212122,1.0,-0.4827586,-0.6,-0.8,-0.2,-0.8,-0.6,-0.6,-0.67011863,-0.8655111,-0.8264334,-0.67617697,-0.83753973,-0.47804254,-0.9957003,-1.0,-0.99579704,-1.0,-1.0,-1.0
19,-0.4949495,1.0,-0.13793103,-0.6,-0.6,-0.2,-0.2,-0.2,-0.6,-0.67465276,-0.8304407,-0.80739594,-0.63447523,-0.7960863,-0.45007595,-0.9932826,-1.0,-0.98214364,-1.0,-0.990622,-0.96973515
20,-0.65656567,1.0,-0.6551724,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.3941886,-0.5306726,-0.6311281,-0.41927832,-0.5649858,-0.26605994,-0.9843993,-0.99079,-0.989313,-0.98357487,-0.97421044,-0.98070616
21,-0.8181818,1.0,-0.37931034,-0.6,-0.6,-0.6,-0.6,-0.6,-0.8,-0.6994454,-0.8597828,-0.82037747,-0.67330015,-0.83593535,-0.47552192,-0.99706256,-0.99703133,-0.99665195,-0.9967794,-0.99202865,-0.99886507
22,-0.4949495,1.0,-0.6551724,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.49941906,-0.63705504,-0.6935586,-0.43934077,-0.6202696,-0.30534318,-0.9839735,-0.995072,-0.98214364,-0.9871175,-0.98124397,-0.98108447
23,-0.7979798,-1.0,-0.27586207,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.56478196,-0.70910347,-0.7457692,-0.5546117,-0.70009273,-0.36702153,-0.9885525,-0.9881253,-0.9933039,-0.98067635,-0.9845263,-0.98108447
24,-0.5151515,1.0,-0.3448276,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.7011851,-0.86301327,-0.8240319,-0.63267976,-0.8377122,-0.47471964,-0.9945166,-0.9964483,-0.94378597,-0.9983897,-0.9898624,-1.0
25,-0.23232323,1.0,-0.55172414,-0.4,-1.0,-0.8,-0.8,-1.0,-1.0,-0.70696163,-0.86755913,-0.82592064,-0.6797245,-0.8387038,-0.47804254,-1.0,-0.99849665,-1.0,-1.0,-1.0,-1.0
26,-0.13131313,-1.0,-0.5862069,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7027496,-0.86423755,-0.8221531,-0.66559094,-0.8342438,-0.47107702,-0.9959934,-0.9944225,-0.9832552,-0.99275684,-0.9787494,-0.61506885
27,-0.7171717,1.0,-0.8965517,-0.8,-0.8,-0.8,-0.6,-0.6,-0.8,-0.69836587,-0.86427736,-0.77328503,-0.5855258,-0.8387038,-0.40119436,-0.9960323,-0.94157666,-0.997768,-1.0,-0.76554936,-1.0
28,-0.35353535,-1.0,-0.27586207,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.5773898,-0.7221697,-0.7413593,-0.52881444,-0.7182701,-0.3913409,-0.97710496,-0.99525017,-0.98214364,-0.9677939,-0.9296648,-0.96973515
29,-0.97979796,-1.0,-0.9310345,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6742262,-0.8387618,-0.8081075,-0.645958,-0.8053118,-0.44955492,-0.99564993,-0.99655634,-0.997768,-0.9974235,-0.990622,-0.9962169
30,-0.4949495,-1.0,-0.6896552,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.682015,-0.83802915,-0.8086587,-0.64637816,-0.8002291,-0.44566333,-0.995421,-0.99762505,-0.997768,-0.99355876,-0.990622,-0.9924338
31,-0.85858583,1.0,-0.9310345,-0.4,-0.2,0.0,-0.2,-0.6,-0.6,-0.6907364,-0.84758776,-0.8161048,-0.6610769,-0.81862855,-0.45954674,-0.9962223,-1.0,-1.0,-0.9987794,-0.9901953,-0.99999624
32,-0.7373737,1.0,-0.79310346,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.45293608,-0.5983214,-0.68292254,-0.50194895,-0.66842604,-0.34897757,-0.98777175,-0.99525017,-0.99218786,-0.99033815,-0.9390428,-0.99129885
33,-0.57575756,1.0,-0.6896552,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.64969724,-0.80877435,-0.792966,-0.63590705,-0.8296885,-0.4680984,-0.995421,-0.99836487,-0.9821191,-0.9994686,-0.990622,-0.9962169
34,-0.5555556,-1.0,-0.1724138,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.34745964,-0.4723358,-0.63123786,-0.3542266,-0.49154243,-0.20582633,-0.97710496,-0.99224824,-0.98660773,-0.979066,-0.9671769,-0.96216893
35,-0.85858583,1.0,-0.2413793,-0.2,-0.6,-0.6,-0.6,-0.6,-0.6,-0.5855343,-0.73475003,-0.7484178,-0.5433776,-0.6929931,-0.36301312,-0.9929025,-0.9957251,-0.99392885,-0.9922705,-0.98957163,-0.9849054
36,-0.7777778,1.0,-0.79310346,-0.6,-0.6,-0.8,-0.8,-1.0,-1.0,-0.61737597,-0.83908826,-0.827201,-0.6797245,-0.8387038,-0.47804254,-0.9977105,-0.99988127,-1.0,-1.0,-1.0,-1.0
37,-0.65656567,1.0,-0.7241379,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.70678467,-0.86755913,-0.8273108,-0.6797245,-0.8387038,-0.47804254,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
38,-0.67676765,1.0,-0.5862069,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.5125295,-0.716523,-0.741177,-0.52874094,-0.67636055,-0.34857336,-0.989972,-0.9964376,-0.9933039,-0.99033815,-0.98124397,-0.982976
39,-0.1919192,-1.0,-0.41379312,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.6877296,-0.8623983,-0.8273108,-0.6573052,-0.83775586,-0.47744775,-0.99377483,-1.0,-0.9734387,-0.99846053,-0.99818534,-1.0
40,-0.45454547,1.0,-0.4827586,-0.8,-0.6,-0.8,-0.8,-0.8,-0.8,-0.67519253,-0.83165735,-0.8186074,-0.6458789,-0.7902519,-0.46143568,-0.98604774,-0.9905406,-0.9596915,-0.9209211,-0.91156524,-0.9345031
41,-0.75757575,1.0,-0.7241379,-0.2,-0.2,-0.6,-0.6,-0.6,-0.8,-0.40239504,-0.570344,-0.6676515,-0.42328742,-0.5632605,-0.28207663,-1.0,-0.99608135,-0.9944199,-0.99105316,-0.3904283,-0.9860441
42,-0.43434343,-1.0,-0.03448276,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.69981176,-0.8572375,-0.82388914,-0.6543681,-0.8333791,-0.47415096,-0.9875062,-0.99628204,-0.9698094,-0.9913108,-0.98807114,-0.9924792
43,-0.83838385,1.0,-0.86206895,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.69618374,-0.8533673,-0.81759495,-0.6606304,-0.8154397,-0.46553475,-0.99656576,-0.9982188,-0.99665195,-0.99355876,-0.9929665,-0.9962169
44,-0.75757575,-1.0,-0.6896552,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.67730564,-0.82678694,-0.8027258,-0.63726914,-0.7906406,-0.4469252,-0.9885525,-0.9981024,-0.99833935,-0.99355876,-0.9965114,-0.9886507
45,-0.2929293,1.0,-0.79310346,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.628775,-0.796008,-0.7947131,-0.6350291,-0.8276459,-0.47454903,-0.99657035,-0.99786377,-0.9977501,-0.9996135,-0.9892669,-0.97994196
46,-0.8181818,1.0,-0.7586207,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.57067704,-0.7143706,-0.73463136,-0.5181059,-0.709116,-0.3747509,-0.9885525,-0.99406266,-0.99062544,-0.99033815,-0.98593295,-0.9886507
47,-0.9191919,1.0,0.06896552,-0.6,-0.6,-0.6,-0.6,-0.6,-0.8,-0.6963855,-0.85540205,-0.8198131,-0.6679892,-0.8379304,-0.47744313,-0.995421,-0.99762505,-0.99775904,-0.9999678,-0.99817127,-0.9985246
48,-0.65656567,-1.0,-0.7586207,-0.4,-0.4,-1.0,-1.0,-1.0,-0.8,-0.6651279,-0.86764646,-0.8273613,-0.6798112,-0.83879507,-0.4762689,-0.9931315,-1.0,-1.0,-1.0,-0.9943732,-0.8322646
49,-0.97979796,1.0,-0.9655172,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6723043,-0.83565277,-0.80761003,-0.64331293,-0.8007169,-0.44819164,-0.99702364,-0.99832684,-0.9959935,-0.9979936,-0.99759924,-0.9993001
50,-0.7979798,-1.0,-0.37931034,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6194218,-0.79095536,-0.7893906,-0.6103585,-0.77431744,-0.42301002,-0.9931155,-0.9964376,-0.9933039,-0.99033815,-0.98124397,-0.9886507
51,-0.9191919,-1.0,-0.37931034,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6863173,-0.8440137,-0.81264585,-0.654061,-0.81579864,-0.4600401,-0.9971793,-0.99859643,-0.9989978,-0.9981803,-0.99763674,-0.9991185
52,-0.01010101,-1.0,-0.1724138,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.37670505,-0.619386,-0.77911586,-0.6067036,-0.74582577,-0.4343805,-0.40124,-0.94784766,-0.91342574,-0.84916586,-0.8667945,-0.76166046
53,-0.7373737,1.0,-0.55172414,-0.8,-0.8,-1.0,-1.0,-0.8,-0.6,-0.704307,-0.86755913,-0.8273108,-0.6797245,-0.8260118,-0.46052116,-1.0,-1.0,-1.0,-0.97938806,-0.97655493,-0.9962169
54,-0.9191919,-1.0,-0.6896552,-0.4,-0.2,-0.6,-0.6,-0.6,-0.6,-0.6141921,-0.77017164,-0.77116024,-0.5885948,-0.7270653,-0.3838897,-1.0,-0.99703133,-0.99493104,-0.8389694,-0.95264095,-0.9886507
55,-0.9191919,1.0,-0.9310345,-0.8,-0.8,-1.0,-1.0,-1.0,-1.0,-0.70283455,-0.86755913,-0.8273108,-0.6797245,-0.8387038,-0.47804254,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
56,-0.8181818,-1.0,-0.5862069,-0.6,-0.6,-0.2,-0.2,-0.2,-0.2,-0.6393229,-0.7866942,-0.77832854,-0.5938605,-0.74649805,-0.40552554,-0.9885525,-0.9964376,-0.9955359,-0.9942029,-0.99249756,-0.9924338
57,-0.85858583,1.0,-0.82758623,-0.6,-0.6,-0.8,-0.8,-0.8,-1.0,-0.6357886,-0.8478193,-0.81530327,-0.67535746,-0.8401138,-0.47913072,-0.9967947,-0.98701507,-0.9948127,-0.99772304,-0.99998593,-0.8263327
58,-0.5151515,-1.0,-0.20689656,-0.8,-0.8,-0.8,-0.8,-0.8,-0.6,-0.70040643,-0.8574937,-0.7988056,-0.6677537,-0.8327663,-0.46980444,-0.9878221,-0.96908313,-0.9857752,-0.99033815,-0.97948086,-0.9863468
59,-0.41414142,-1.0,-0.82758623,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.70696163,-0.86755913,-0.8273108,-0.6797245,-0.8387038,-0.47804254,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
60,-0.7171717,1.0,-0.51724136,-0.6,-0.6,-0.6,-0.6,-0.2,-0.6,-0.63637793,-0.7896533,-0.7815196,-0.6030486,-0.7886932,-0.4636873,-0.99586517,-0.9982639,-0.9955359,-1.0,-0.990622,-0.9998335
61,0.47474748,-1.0,0.0,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.13837205,-0.26761493,-0.47897744,-0.12101328,-0.27170217,-0.065741315,-0.9702365,-0.98432547,-0.97544754,-0.9677939,-0.95310986,-0.9432534
62,-0.41414142,1.0,-0.79310346,-0.8,-0.8,-0.8,-0.8,-0.6,-0.6,-0.69837826,-0.7874819,-0.7353418,-0.4519012,-0.62987393,-0.3512815,-0.90338755,-0.900545,-0.73008573,-1.0,-0.99664265,-0.90461653
63,-1.0,1.0,0.06896552,-0.8,-0.2,-0.2,-0.2,-0.2,-0.2,-0.70259917,-0.8609634,-0.82251656,-0.67190975,-0.82962304,-0.4713414,-0.9972526,-0.99869376,-1.0,-0.9983897,-1.0,-0.99810845
64,-0.6969697,1.0,-0.82758623,-0.4,-0.2,-0.6,-0.6,-0.2,-0.6,-0.52934057,-0.68180937,-0.71691483,-0.48307157,-0.6393295,-0.32185477,-1.0,-0.992285,-0.98214144,-1.0,-0.98124397,-0.98562044
65,-0.17171717,1.0,-0.7241379,-0.6,-0.6,-0.6,-0.6,-0.8,-0.6,-0.5614247,-0.73895234,-0.7685369,-0.69539535,-0.6467464,-0.35274467,-0.9931315,-0.9964376,-0.9995938,-0.6038647,-0.9871521,-0.99167717
66,-0.15151516,1.0,-0.41379312,-0.4,-0.8,-0.8,-1.0,-1.0,-0.8,-0.7077917,-0.867151,-0.8274217,-0.68201727,-0.8433305,-0.47442916,-0.9977105,-1.0,-1.0,-1.0,-0.97655493,-0.9546027
67,-0.61616164,-1.0,-0.6896552,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.3842655,-0.6339479,-0.6910659,-0.49238214,-0.6310995,-0.39498812,-0.9893469,-0.99406266,-0.9888398,-0.98067635,-0.97655493,-0.96216893
68,-1.0,-1.0,-0.62068963,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.69001436,-0.85042346,-0.81672084,-0.6612804,-0.8188923,-0.47804254,-0.99683136,-0.99881256,-0.9995625,-0.99935585,-1.0,-1.0
69,-0.45454547,1.0,-0.44827586,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.68449795,-0.84247816,-0.81252396,-0.6559506,-0.8109697,-0.4586722,-0.96974653,-0.98400956,-0.9718338,-0.95495975,-0.9409044,-0.93598604
70,-0.9191919,-1.0,-0.10344828,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6663932,-0.8234027,-0.80108964,-0.6345845,-0.79097575,-0.44076657,-0.9967947,-0.99833757,-0.9981028,-0.9971948,-0.9954329,-0.99636066
71,-0.2929293,-1.0,-0.41379312,-0.6,-0.6,-0.6,-0.8,-0.6,-0.6,-0.6237365,-0.6998561,-0.76701164,-0.63185835,-0.79471993,-0.4775246,-0.8888126,-0.98803985,-0.9423664,-0.99803865,-0.9999953,-0.9605611
72,-0.8989899,1.0,-0.3448276,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.64395434,-0.79939795,-0.7875096,-0.62352365,-0.7798702,-0.43183836,-0.99621314,-0.9979077,-0.99766976,-0.99657005,-0.99406374,-0.99629635
73,-0.7171717,-1.0,-0.2413793,-0.8,-0.2,-0.8,-0.8,-0.8,-0.8,-0.70469636,-0.8668189,-0.82688254,-0.67825496,-0.83524126,-0.47804254,-1.0,-0.9995369,-0.998259,-0.99437684,-1.0,-1.0
74,-0.61616164,-1.0,-0.06896552,-0.8,-0.8,-0.8,-0.8,-0.6,-0.8,-0.7062201,-0.86676383,-0.82688034,-0.67892754,-0.83790267,-0.4774047,-0.9990407,-0.9995345,-0.9989956,-0.99871176,-0.99798375,-0.99837327
75,-0.43434343,1.0,-0.06896552,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.68818796,-0.802133,-0.8142568,-0.62864244,-0.8317609,-0.4588136,-0.9210808,-0.98588103,-0.93948036,-0.98872465,-0.94133574,-0.9780693
76,-0.8787879,1.0,-0.37931034,-0.2,-0.6,-0.6,-0.6,-0.6,-0.6,-0.5873129,-0.7354106,-0.74931383,-0.6230414,-0.7797215,-0.43317705,-0.9915288,-0.99560636,-0.9970983,-0.9958132,-0.9948421,-0.9954603
77,-0.85858583,-1.0,-0.41379312,-0.6,-0.6,-0.6,-0.6,-0.6,-0.8,-0.63554084,-0.820064,-0.809311,-0.66565686,-0.8253633,-0.47651482,-0.9962658,-0.99829954,-0.997768,-0.9983253,-0.9948562,-0.99154097
78,-0.45454547,-1.0,-0.51724136,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.70675457,-0.8649626,-0.81190795,-0.67972827,-0.8377618,-0.47029933,-0.9968519,-0.98324364,-1.0,-0.99846375,-0.9762595,-0.99843
79,-0.47474748,1.0,-0.7586207,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.13665536,-0.3006089,-0.48895463,-0.1832673,-0.6521663,-0.33569205,-0.97710496,-0.98456293,-0.97321546,-0.9838969,-0.98124397,-0.98108447
80,-0.7373737,1.0,-0.3448276,-0.6,-0.6,-0.8,-0.6,-0.6,-1.0,-0.6162256,-0.76506394,-0.82278997,-0.66688144,-0.8387038,-0.47804254,-0.9896972,-0.9951112,-0.9933039,-1.0,-1.0,-1.0
81,-0.85858583,-1.0,-0.2413793,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.62953603,-0.7796221,-0.779946,-0.60811466,-0.76233333,-0.41898164,-0.9923164,-0.9961954,-0.99549794,-0.9886795,-0.98824936,-0.99237704
82,-0.8989899,-1.0,-0.86206895,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.60652196,-0.7583638,-0.76156956,-0.56679535,-0.78132385,-0.435836,-0.99381834,-0.9954057,-0.99387974,-0.9961353,-0.99314934,-0.9943102
83,-0.97979796,-1.0,0.20689656,-0.6,-0.6,-0.6,-0.6,-0.2,-0.6,-0.68776494,-0.8444484,-0.81316304,-0.6537558,-0.81209016,-0.45700768,-0.9965474,-0.998556,-0.99750906,-1.0,-0.99770236,-0.99751073
84,-0.9191919,1.0,-0.82758623,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6187298,-0.7705702,-0.77109766,-0.58383965,-0.7999633,-0.44716033,-0.99061304,-0.9964376,-0.99218786,-0.9967794,-0.99531096,-0.9958386
85,-0.7373737,1.0,-0.5862069,-1.0,-1.0,-0.8,-0.8,-0.8,-0.8,-0.7052733,-0.8656326,-0.8269704,-0.6752764,-0.8370102,-0.47717416,-0.99767613,-0.9996319,-0.9947302,-0.9972496,-0.9973507,-0.997454
86,-0.45454547,-1.0,-0.5862069,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.21941331,-0.47394344,-0.709494,-0.6678875,-0.82723534,-0.46992278,-0.9796715,-0.99436784,-0.99633944,-1.0,-1.0,-1.0
87,-0.93939394,1.0,-0.03448276,-0.4,-0.2,-0.2,-0.2,-0.6,-0.6,-0.64365524,-0.8013245,-0.7841319,-0.6075325,-0.76030856,-0.41621974,-1.0,-0.99406266,-1.0,-0.99355876,-0.9934354,-0.9924338
88,-0.5151515,1.0,-0.6551724,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.40432054,-0.5502188,-0.7764343,-0.60253054,-0.7857879,-0.43671823,-0.98854333,-0.99604577,-0.9955359,-0.99355876,-0.990622,-0.9886507
89,-0.75757575,1.0,-0.51724136,-0.6,-0.6,-0.6,-0.8,-0.8,-0.8,-0.5630564,-0.6438425,-0.80783075,-0.6772188,-0.8246335,-0.47621357,-0.90841985,-0.99406266,-0.9970314,-0.9771498,-0.99442005,-0.9920933
90,-0.43434343,1.0,-0.06896552,-0.6,-0.6,-0.6,-0.6,-0.6,-0.8,-0.5744697,-0.7986273,-0.78943676,-0.6238515,-0.8205899,-0.47437996,-0.9967695,-0.99857503,-0.9986764,-0.99935585,-0.973568,-1.0
91,-0.97979796,1.0,0.0,-0.4,-0.2,-0.2,-0.2,0.0,-0.2,-0.6928513,-0.84917456,-0.81700855,-0.659338,-0.8181566,-0.46260223,-0.995421,-1.0,-0.9964287,-1.0,-1.0,-0.99432534
92,-0.9191919,-1.0,-0.1724138,-0.6,-0.6,-0.6,-0.6,-1.0,-1.0,-0.6240621,-0.77577657,-0.7821246,-0.6797245,-0.8387038,-0.47804254,-0.99460596,-0.99744695,-1.0,-1.0,-1.0,-1.0
93,-0.9191919,1.0,-0.3448276,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.62776625,-0.77981377,-0.7759226,-0.5899588,-0.7583869,-0.4136115,-0.9948967,-0.9972712,-0.9953127,-0.9919485,-0.9909924,-0.96810085
94,-0.5151515,1.0,-0.4827586,-0.6,-0.6,-0.6,-0.6,-0.8,-0.6,-0.25810045,-0.4134485,-0.5576091,-0.61752135,-0.47761884,-0.19518593,-0.97675467,-0.9869379,-0.98950714,-0.38785508,-0.9624879,-0.96211594
95,-0.9191919,1.0,-0.9310345,-0.6,-0.6,-0.6,-0.6,-0.8,-0.6,-0.62115973,-0.7779214,-0.81506604,-0.68518233,-0.743095,-0.4040316,-0.9942762,-0.9964352,-0.99665195,-0.8325282,-0.9910909,-0.9931904
96,-0.8989899,1.0,-0.7241379,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.59444326,-0.7511189,-0.76456845,-0.58359283,-0.7906862,-0.46990433,-0.9949906,-0.9972866,-0.99681044,-0.9994557,-0.99800247,-0.8889658
97,-0.8181818,-1.0,-0.2413793,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6224906,-0.7773539,-0.77549875,-0.5914867,-0.74643064,-0.40569767,-0.9958606,-0.99794805,-0.99633723,-0.9946119,-0.9920803,-0.99336445
98,-0.61616164,1.0,-0.37931034,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.68369806,-0.8380462,-0.8038392,-0.6621809,-0.79119194,-0.46140492,-0.96435016,-0.9744837,-0.9792152,-0.9228406,-0.94924146,-0.9592446
99,-0.53535354,-1.0,0.51724136,-0.6,-0.6,-0.6,-0.8,-0.8,-0.8,-0.6996879,-0.8580688,-0.8273108,-0.67784053,-0.8387038,-0.22022152,-0.9977105,-1.0,-0.997768,-1.0,-0.21343215,-0.98180324
100,-0.9191919,1.0,-0.62068963,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6313217,-0.78263235,-0.77510893,-0.64701873,-0.80315024,-0.44788885,-0.9931315,-0.99525017,-0.997768,-0.9967794,-0.990622,-0.9962169
101,-0.7777778,-1.0,-0.7241379,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.49578574,-0.6412061,-0.6948993,-0.5459812,-0.8387038,-0.47804254,-0.98849523,-0.9952228,-0.99263424,-1.0,-1.0,-0.7427109
102,-0.61616164,1.0,-0.3448276,-0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-0.70696163,-0.86755913,-0.8273108,-0.6797245,-0.8387038,-0.47804254,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
103,-0.7979798,-1.0,-0.82758623,-0.6,-0.6,-0.6,-0.6,-0.6,-0.2,-0.64511,-0.799825,-0.78658724,-0.60819566,-0.75828576,-0.41694978,-0.9963368,-0.99762505,-0.99665195,-0.98969406,-1.0,-0.99432534
104,-0.97979796,1.0,-0.1724138,-0.8,-0.6,-0.6,-0.6,-0.8,-0.8,-0.7040433,-0.8631917,-0.8241922,-0.6797245,-0.8352532,-0.47804254,-0.9975479,-0.99881256,-1.0,-0.99439615,-1.0,-1.0
